#{"t_start": 1747752788.0609398, "env_id": "None"}
r,l,t
-1.2,5,54.833133
1.1,2,54.898663
-1.0,1,54.927826
-1.0,1,54.952018
-1.0,1,54.98291
-1.0,1,55.023082
-0.9,2,55.082613
-0.7,4,55.197645
-1.0,1,55.232976
-1.0,1,55.26603
-0.9,2,55.327721
-1.1,6,55.487987
1.1,2,55.564167
-1.0,1,55.598421
-0.9,2,55.65649
-1.1,4,55.773144
-1.0,1,55.813601
-1.0,3,55.897956
-0.8,7,56.132304
-1.1,2,56.216597
-0.9,2,56.27819
-1.1,4,56.403677
-1.0,1,56.43364
-1.0,1,56.468398
-0.9,2,56.544593
-1.2,7,56.767013
-0.9,2,56.818836
-0.9,2,56.868154
-1.0,1,56.901731
-0.9,2,56.968374
-1.0,1,56.996958
-1.0,1,57.032415
-1.0,1,57.063632
-1.0,1,57.09323
-1.0,3,57.204746
-1.0,3,57.287143
-1.0,1,57.318613
-1.0,5,57.446883
-1.1,2,57.492986
-1.1,2,57.552385
-1.0,1,57.599495
-1.0,1,57.627556
-1.1,2,57.693439
-1.2,3,57.782821
-1.0,1,57.814167
-1.0,1,57.847228
-1.0,1,57.878753
-1.0,1,57.908011
-1.0,1,58.037466
-0.9,4,58.148927
-1.1,2,58.223683
-1.1,2,58.302247
-1.0,1,58.337876
-1.0,1,58.373818
-0.9,2,58.440067
-1.2,3,58.547828
-1.1,4,58.673358
-1.0,1,58.702491
-1.0,1,58.745873
-0.8,3,58.852255
-1.0,1,58.882948
-1.0,1,58.917863
-1.0,1,58.947811
-0.9,4,59.104943
-0.9,2,59.1735
-1.0,1,59.201376
-1.0,3,59.306525
-1.0,1,59.363737
-1.1,4,59.48098
-1.0,1,59.552017
-1.0,5,59.742144
-1.0,1,59.773397
-1.0,3,59.87278
-1.0,1,59.907103
-0.9,2,59.955972
-1.0,3,60.04724
-1.0,3,60.139578
-1.0,1,60.177647
-0.9,2,60.226504
-1.1,2,60.278435
-1.0,1,60.319584
-0.8,3,60.419401
-1.0,1,60.458685
-1.0,1,60.493647
-1.0,3,60.572781
-1.0,1,60.606819
-1.0,1,60.637566
-1.0,1,60.666762
-0.9,2,60.74763
-1.0,1,60.779659
-0.9,4,60.907383
-1.0,1,60.936648
-1.1,2,60.99298
-1.0,1,61.017454
-1.0,1,61.046543
-1.0,1,61.076032
-1.0,1,61.107065
-1.0,1,61.142963
-1.1,2,61.201326
-1.0,1,61.232919
-1.1,2,61.299415
-1.1,2,61.363168
-1.0,3,61.449404
-1.0,1,61.479232
-1.2,5,61.63122
-1.0,1,61.662426
-1.1,4,61.79821
-0.9,2,61.865945
-1.0,1,61.896606
-0.9,2,61.972327
-1.0,1,62.012877
-1.0,1,62.047576
-1.0,1,62.092341
-1.0,1,62.114633
-1.1,2,62.190035
-1.0,1,62.213788
-1.0,1,62.248406
-1.0,1,62.287841
-1.0,3,62.377644
-1.0,1,62.408577
1.0,1,62.447295
-1.0,1,62.493113
-1.0,1,62.528655
-0.9,2,62.608642
-1.0,1,62.653459
-1.0,1,62.708508
-1.0,1,62.791605
-1.1,2,62.904091
-1.0,1,62.937677
-1.1,2,63.03459
-1.0,1,63.068721
-1.0,1,63.097697
-1.1,2,63.163033
-1.0,1,63.195879
-1.1,2,63.256971
1.0,1,63.297462
-0.9,4,63.433535
-1.1,4,63.600024
-1.0,1,63.652872
-1.0,1,63.7607
1.2,3,63.863908
-1.0,1,63.888904
-0.9,2,63.958712
-0.9,4,64.100639
-1.0,3,64.192567
-1.0,1,64.222129
-1.0,1,64.246538
-1.1,2,64.31335
-1.0,7,64.503909
-1.0,1,64.530984
-0.7,4,64.631771
-0.8,3,64.711852
-1.1,2,64.771942
-1.0,1,64.808143
-1.0,5,64.936726
-1.0,1,64.962003
-1.0,1,64.991568
-1.0,1,65.028292
1.0,1,65.06086
-1.0,1,65.088414
1.0,1,65.112143
-1.0,1,65.142669
-1.0,1,65.172561
-1.0,1,65.197481
-1.0,1,65.233626
-1.2,3,65.312523
-0.9,6,65.457196
-1.0,3-1.5,14,65.414581
-1.2,5,65.54035
-1.1,2,65.595298
-1.1,2,65.659398
-1.1,2,65.74051
-1.0,5,65.843075
-1.0,1,65.86-1.3,-1.2,3,65.9521-1.1.0,1,65.98517-0.9,2,66.338824
-0.9,2,66.417229
-1-1.1,2,66.159652-1-0.8,3,66.249833-1-0.7,4,66.389087
-1.0,1,66.420112
-1.0,1,66.454638
-1.3,4,66.559669
-0.8,3,66.639485
-0.9,2,66.68911
-1.0,1,66.720163
-1.0,1,66.749067
-1.0,3,66.819648
-1.0,1,66.843005-0.8,7,67.167315
-0.9,2,67.224373
-1.0,1,67.251783
-1-0.9,2,67.026973-1.0,3,67.397004
-1.0,1,67.4345
-0.9,2,67.487713
-0.9,2,67.542783
-11.0,7,67.617277--1.1,2,67.678552-1.0,5,67.788759
-1.0,3,67.872072
-1.2,5,68.027143
-1.1,2,68.089033
-1.0,1,68.11894
-1.0,1,68.167268
-0.9,2,68.24754
-0.9,2,68.302728
-1.-1.1,2,68.32413-1.1,2,68.406553
-1.0,1,68.441681
-1.0,5,68.589289
-1.2,3,68.681773
-1.0,1,68.707784
-1.0,1,68.742424
-0.9,2,68.817388
-1.1,2,68.872922
-0.8,3,68.968508
-1.0,3,69.068035
-1.0,1,69.096593
-1.0,3,69.177139
-1.0,1,69.218269
-1.1,2,69.284174
-1.0,1,69.311297
-1.1,6,69.542589
-1.0,3,69.652097
