#{"t_start": 1747751785.5006213, "env_id": "None"}
r,l,t
-1.0,1,27.387776
-1.0,1,27.407591
-1.0,1,27.425478
-1.1,2,27.455187
-1.0,3,27.494424
-1.0,1,27.513026
-1.0,1,27.547773
-1.0,1,27.568383
-1.0,1,27.592739
-0.9,2,27.626669
-1.1,2,27.672467
-1.0,1,27.693821
-0.9,2,27.724686
-1.1,2,27.75795
-0.9,2,27.787135
-1.0,1,27.814205
-0.8,3,27.853338
-1.0,1,27.877428
-0.9,2,27.907102
-1.0,1,27.929422
-1.1,2,27.961782
-1.0,1,27.979397
-1.0,5,28.066885
-0.9,2,28.101048
-0.9,4,28.188325
-1.0,1,28.207609
1.0,1,28.243156
-0.9,2,28.27145
-1.0,1,28.304635
-1.2,5,28.415482
-1.0,3,28.471649
-1.1,2,28.512543
-1.0,3,28.577442
-1.0,1,28.59625
-1.0,3,28.641559
-1.1,2,28.67089
-1.0,3,28.722124
-1.0,1,28.73908
-0.9,2,28.774249
-1.0,1,28.814369
-1.0,3,28.872974
-1.0,1,28.904869
-0.9,2,28.960812
-0.9,2,29.005106
-1.0,1,29.020791
-1.0,1,29.036335
-1.0,1,29.058316
-1.3,4,29.124077
-1.1,2,29.17391
-1.0,1,29.207053
-1.0,1,29.227467
-1.1,2,29.278629
-1.0,3,29.328549
-0.9,2,29.356649
-1.1,2,29.38976
-1.0,1,29.40763
-1.0,1,29.425808
-0.9,4,29.481435
-1.0,1,29.509056
-1.1,4,29.598976
-1.0,1,29.636833
1.0,1,29.665432
-1.0,1,29.687343
-1.0,1,29.708361
-1.0,3,29.751184
1.0,1,29.783404
-0.9,2,29.816051
-0.9,4,29.905044
-1.0,1,29.920412
-1.0,1,29.955197
-1.0,3,30.008259
-1.0,3,30.061395
-1.0,1,30.080954
-1.0,1,30.09912
-1.0,1,30.11823
-1.1,2,30.164409
-1.0,1,30.181107
-1.0,1,30.206967
-0.9,2,30.255848
1.2,3,30.296137
0.9,2,30.330777
-0.7,4,30.39197
-1.0,1,30.425546
-0.9,2,30.472824
-1.0,1,30.500339
-1.0,1,30.521328
-1.0,1,30.539814
-1.0,1,30.557058
-1.0,1,30.578563
-1.0,1,30.596
-0.9,4,30.657516
-0.9,2,30.692182
-1.2,5,30.77642
-1.0,1,30.801743
-1.0,1,30.816126
-1.0,1,30.839512
-1.0,1,30.862961
-1.0,1,30.890926
-1.0,1,30.915572
-0.7,4,30.995701
-1.1,2,31.043047
-1.0,1,31.064068
-1.0,3,31.114809
-1.1,2,31.154184
-1.1,2,31.21215
-1.1,2,31.262374
-1.0,1,31.282771
-1.1,4,31.351828
-1.0,1,31.377169
-1.1,2,31.407786
-1.1,4,31.484439
-1.0,1,31.503253
-1.0,3,31.562328
-1.0,1,31.582706
-1.2,3,31.619209
-1.0,1,31.636522
-1.0,1,31.65533
-1.0,3,31.701435
-1.0,1,31.717488
-1.0,1,31.731597
-1.0,1,31.752949
-1.1,2,31.791604
-1.0,1,31.818411
-1.0,1,31.83426
-1.0,3,31.881567
-1.0,1,31.896981
-1.1,2,31.932175
-1.0,1,31.951386
-1.0,1,31.971397
-1.0,1,31.988565
-1.1,2,32.015677
-1.0,1,32.041059
-1.1,6,32.127832
-1.0,1,32.141823
-1.0,1,32.167589
-1.0,1,32.190349
-1.0,1,32.211694
-1.2,3,32.247235
-1.0,1,32.262087
-1.0,1,32.283453
-1.1,2,32.322563
-1.1,4,32.36783
-1.0,1,32.387119
-1.0,1,32.401197
-1.0,1,32.422205
-1.0,1,32.441966
-1.0,1,32.466635
-1.0,1,32.484787
-1.1,2,32.521419
-1.1,4,32.579327
-1.0,1,32.595489
-1.1,2,32.621746
-0.9,2,32.649256
-1.0,1,32.666769
-1.2,5,32.742207
-1.1,2,32.783164
-1.0,1,32.807191
-1.0,1,32.830423
-1.0,1,32.849459
-1.0,1,32.868805
-0.9,2,32.902599
-0.9,2,32.935135
-0.9,2,32.967783
-1.0,1,32.980822
-1.1,2,33.011726
-1.0,3,33.047214
-1.0,1,33.073183
-0.9,2,33.102057
-0.8,5,33.181928
-1.0,3,33.230667
-1.0,1,33.247459
-1.0,1,33.267872
-1.0,1,33.285558
-1.0,1,33.304857
-1.0,1,33.332028
-1.0,1,33.356634
-1.0,1,33.375925
-1.0,1,33.394202
-1.2,3,33.464892
-0.9,2,33.526159
-1.0,1,33.542511
-1.2,3,33.600057
-1.0,1,33.619896
-1.0,1,33.639698
-1.0,3,33.690858
-1.1,2,33.727346
-1.0,1,33.746106
-1.0,1,33.769964
-1.0,3,33.823149
-1.0,1,33.85278
-1.0,3,33.895759
-1.0,3,33.951423
-1.0,1,33.970133
-1.0,3,34.018039
-1.0,1,34.033467
-1.1,2,34.070994
-0.9,2,34.101721
-1.0,1,34.134937
-1.1,2,34.163462
-1.1,2,34.198723
-1.0,1,34.231479
-1.0,1,34.252485
-1.0,1,34.277304
-1.0,1,34.296821
-1.0,1,34.319669
-1.0,1,34.339544
-1.0,1,34.358228
-1.0,1,34.376636
-1.0,1,34.392193
-1.1,2,34.423006
-1.0,3,34.487055
-0.8,3,34.552185
-1.0,3,34.592374
-1.0,1,34.617803
-1.0,1,34.637133
-1.0,1,34.653065
-1.0,1,34.673847
-1.0,1,34.705516
-1.0,1,34.731354
-1.0,1,34.745852
-0.9,2,34.782019
-1.0,1,34.801579
-1.0,1,34.817962
-0.9,2,34.847884
-1.0,1,34.864887
-0.9,2,34.897782
-1.1,2,34.937548
-1.0,1,34.956251
-1.0,1,34.972103
-1.0,1,34.997329
-1.1,4,35.056246
-1.0,1,35.073847
-1.0,1,35.096509
-0.9,2,35.137852
-1.0,1,35.156917
-0.9,2,35.182363
-1.0,1,35.198058
-1.2,3,35.252789
-1.0,1,35.279337
-1.0,1,35.297636
-1.0,1,35.321492
-1.0,1,35.340462
-0.9,6,35.424305
-1.0,3,35.47441
-1.0,1,35.497444
-1.1,2,35.538199
-1.3,4,35.603267
-1.0,1,35.622742
-0.9,2,35.662259
1.1,2,35.704727
-0.8,3,35.749253
1.0,1,35.768423
-1.1,2,35.80269
-1.1,2,35.837453
-1.0,3,35.893044
-1.0,1,35.911897
-1.0,1,35.932323
-0.8,3,35.988735
-1.1,2,36.027888
-1.0,1,36.050176
-1.0,1,36.067935
-1.0,1,36.087205
-1.0,7,36.200088
-1.1,2,36.234447
-1.0,1,36.254624
-1.1,2,36.282104
-1.1,2,36.318793
-0.9,2,36.350837
-1.2,3,36.401678
-1.0,1,36.4165
-1.1,2,36.454852
-1.0,1,36.482475
-1.3,6,36.570047
-1.0,1,36.590138
-1.0,1,36.606445
-1.0,1,36.626564
-1.0,1,36.652317
-1.0,1,36.671451
-0.9,4,36.733015
-1.0,1,36.746733
-1.0,1,36.761435
-1.1,2,36.79296
-0.9,2,36.821739
-1.1,4,36.876672
-1.0,1,36.902045
-1.0,1,36.921799
-1.0,1,36.948292
-1.0,1,36.966663
-1.0,1,36.986338
-1.0,1,37.002064
-1.0,1,37.021599
-0.9,2,37.048764
-0.9,2,37.077354
-0.9,2,37.103564
-1.0,1,37.121756
-1.0,1,37.143005
-1.0,1,37.167113
-1.1,2,37.197714
-1.1,4,37.257551
-1.0,1,37.277025
-1.0,5,37.35874
-1.0,1,37.375212
-1.1,2,37.401249
