#{"t_start": 1747757839.2502089, "env_id": "None"}
r,l,t
-0.8,5,55.682868
-1.0,1,55.714001
-0.9,2,55.774223
-0.8,3,55.869765
-1.1,2,55.924161
-1.2,3,56.001072
-1.0,1,56.027492
-1.1,2,56.080702
-1.0,1,56.116739
-0.8,3,56.202933
-1.0,1,56.230882
-1.0,1,56.265324
-1.0,1,56.306774
-0.9,2,56.352785
-1.0,1,56.390937
-1.1,2,56.456906
-1.0,1,56.487999
-1.0,1,56.517871
-1.0,1,56.552781
-1.1,2,56.59693
-1.1,2,56.658169
-1.0,1,56.68258
-1.0,1,56.717721
-1.0,1,56.758144
-1.0,3,56.828717
-1.0,1,56.856548
-0.7,4,57.002271
-1.0,1,57.044222
-1.0,1,57.095713
-1.0,1,57.130712
-1.0,1,57.152081
-1.0,1,57.190126
-1.0,1,57.217294
-1.0,1,57.256438
-0.9,2,57.298573
-1.1,2,57.367176
-0.9,2,57.411819
-1.1,2,57.477105
-0.9,2,57.526693
-0.9,2,57.597937
-1.0,1,57.633017
-1.0,3,57.70619
-1.0,1,57.728231
-1.0,1,57.767168
-1.0,3,57.853528
-1.0,1,57.87797
-1.0,1,57.91429
-1.0,3,58.011357
-1.1,2,58.068748
-1.0,1,58.107534
-1.0,1,58.146725
-1.0,1,58.173938
-1.1,4,58.271619
-1.0,1,58.312675
-1.1,2,58.360315
-1.0,1,58.39128
-0.9,2,58.447752
-1.0,1,58.476769
-1.1,2,58.521198
-1.0,1,58.554873
-1.0,1,58.5825
-0.8,7,58.766985
-1.1,2,58.824108
-0.9,2,58.880649
-0.8,3,58.973881
-0.9,2,59.013158
-1.0,3,59.091111
-1.0,1,59.117602
-0.8,3,59.192491
-1.0,1,59.216396
-1.1,2,59.26697
-1.0,1,59.300621
-0.9,2,59.347092
-1.0,1,59.382504
-1.0,1,59.423402
-1.0,1,59.443412
-1.0,1,59.475629
-1.2,3,59.546779
-1.0,3,59.621759
-1.0,1,59.654036
-1.1,2,59.713184
-1.0,1,59.741601
-1.0,1,59.763076
-1.0,1,59.786263
-1.0,1,59.821739
-0.9,2,59.886775
-1.0,3,59.973037
-0.8,3,60.041933
-0.9,2,60.09747
-0.9,4,60.221859
-1.1,2,60.2743
-0.9,2,60.331326
-0.8,3,60.417001
-1.0,1,60.445689
-1.2,5,60.583444
-1.0,1,60.614182
-0.8,3,60.711323
-1.0,1,60.748268
-1.0,1,60.773692
-1.0,1,60.802682
-1.0,3,60.882267
