#{"t_start": 1747382598.029586, "env_id": "None"}
r,l,t
-1.0,1,52.321655
-1.0,9,52.619441
-1.0,3,52.728139
-1.0,1,52.756199
-1.0,1,52.793256
-1.2,3,52.876769
-1.0,1,52.90191
-1.0,1,52.960621
-1.0,1,52.993037
-0.8,3,53.086492
-1.0,3,53.183593
-1.0,1,53.221981
-1.0,1,53.249536
-0.9,2,53.304192
-1.0,1,53.360031
-1.0,1,53.405941
-1.1,2,53.483981
-1.0,1,53.532337
-1.0,1,53.560262
-1.2,3,53.792617
-1.0,1,132.469985
-0.8,3,132.695796
-1.1,2,132.766278
-1.0,1,132.825588
-0.9,2,132.89973
-1.0,1,132.922221
-0.9,4,133.094626
-0.9,2,133.163018
-1.0,1,133.186876
-1.2,7,133.513767
-1.0,1,133.536135
-1.0,1,133.593787
-1.0,1,133.663555
-1.0,1,133.70063
-1.0,1,133.728645
-1.0,1,133.754477
-1.0,1,133.779812
-1.0,1,133.8065
-0.8,5,134.017898
-0.9,2,134.088894
-1.0,1,134.113759
-0.9,2,134.195566
-1.0,3,134.354691
-1.0,1,134.382221
-1.0,1,134.408894
-1.0,3,134.589557
-1.0,1,134.625986
-1.0,1,134.659765
-1.0,3,134.791379
-1.0,1,134.822747
-1.0,1,134.866622
-1.0,1,134.902945
-1.0,1,134.952348
-1.0,1,134.989558
-1.0,1,135.06336
-1.0,1,135.142927
-1.0,1,135.176158
-1.0,1,135.210231
-1.0,1,135.238504
-1.0,7,135.552399
-1.1,2,135.62709
-1.0,3,135.775496
-1.0,1,135.804332
-1.0,3,135.941723
-1.0,1,135.976028
-1.1,2,136.045998
-0.9,4,136.256548
-1.0,1,136.296837
-0.9,2,136.390909
-1.0,1,136.416592
-1.0,3,136.484674
1.0,1,136.517171
-0.9,2,136.628117
-0.9,2,136.72141
-1.0,1,136.753655
-1.0,1,136.81358
-1.0,1,136.841737
-1.0,1,136.86891
-0.9,2,136.941882
-1.0,1,136.97547
-1.0,1,137.003329
-1.0,1,137.02918
-1.0,1,137.053204
-0.9,2,137.117733
-1.0,1,137.179824
-1.0,1,137.213735
-1.0,1,137.239039
-0.9,2,137.308296
-1.0,1,137.336304
-0.9,2,137.401268
-1.0,1,137.427248
-1.0,1,137.453026
1.0,1,137.482523
-1.1,2,137.57539
-0.9,2,137.653682
1.0,1,137.685558
-1.0,1,137.716053
-1.0,3,137.892784
-1.0,1,137.963215
-1.0,1,137.996347
-1.0,1,138.027888
-1.1,2,138.09
-1.0,1,138.115884
-1.0,1,138.141477
-0.9,2,138.211916
-1.0,1,138.242785
-0.8,3,138.344174
-0.8,3,138.437678
-1.1,2,138.507119
-1.1,2,138.577644
-1.0,1,138.601507
-1.1,2,138.657906
-1.1,2,138.712053
-1.0,1,138.735626
-1.0,1,138.763678
-0.7,6,139.021992
-1.1,2,139.143014
-1.0,1,139.179123
-1.0,1,139.206012
-0.9,2,139.300793
-1.0,1,139.346545
-1.0,1,139.372675
-1.0,1,139.406201
-1.1,2,139.480762
-1.0,1,139.506483
-1.0,1,139.534057
-1.0,1,139.565642
-1.0,3,139.680663
-1.0,1,139.706095
-1.2,3,139.801201
-0.9,4,139.990018
-0.9,2,140.070484
-1.0,1,140.096734
-1.0,3,140.18538
-1.0,1,140.240752
-1.0,1,140.26438
-0.9,2,140.36634
-1.1,2,140.434128
-1.0,1,140.466208
-1.0,1,140.492093
-1.0,1,140.516838
-1.0,1,140.544659
-0.9,2,140.603747
-1.0,1,140.633447
-1.0,5,140.763695
-1.0,1,140.801445
-0.7,4,140.901736
-1.0,1,140.927091
-1.0,1,140.956921
-1.0,1,141.012253
-1.1,2,141.09301
-1.1,2,141.158868
-1.3,4,141.345125
-1.0,1,141.369847
-1.0,1,141.398718
-1.1,4,141.559384
-0.9,2,141.605006
-1.2,3,141.741958
-0.8,3,141.878995
-1.0,1,141.912476
-1.0,1,141.978924
-1.0,1,142.015033
-0.9,6,142.344158
-1.0,1,142.371224
-1.0,1,142.398768
-1.0,1,142.425258
-1.0,1,142.449022
-0.9,2,142.50255
-1.1,2,142.55946
-1.0,1,142.608901
-1.0,1,142.636211
-0.9,2,142.700071
-1.0,1,142.724822
-1.1,2,142.816439
-1.0,1,142.844126
-0.9,2,142.926764
-1.0,1,142.958378
-1.0,1,142.983587
-1.0,1,143.032054
-1.0,1,143.059094
