#{"t_start": 1747756559.9349813, "env_id": "None"}
r,l,t
-1.0,1,36.380784
-1.0,1,36.397925
-1.2,3,36.448309
-1.0,1,36.463944
-1.1,2,36.504602
-1.0,1,36.528337
-1.0,1,36.553115
-1.0,1,36.583424
-1.0,1,36.603136
-0.9,2,36.642018
-0.8,3,36.696515
-1.0,1,36.72224
-0.9,2,36.759774
-1.0,1,36.781044
-1.0,1,36.798704
-1.0,1,36.825224
-1.2,5,36.917657
-1.1,2,36.948056
-1.0,1,36.973845
-1.0,1,36.99533
-1.0,1,37.011956
-1.0,1,37.032233
-1.2,3,37.084706
-1.1,2,37.128933
-1.2,3,37.172117
-1.0,1,37.198389
-1.0,1,37.218068
-0.9,4,37.272356
-1.0,1,37.287438
-0.9,2,37.312158
-1.0,1,37.33082
-1.0,3,37.371869
-1.0,1,37.388844
-1.0,1,37.40471
-0.9,4,37.45275
-0.9,2,37.475485
-1.0,1,37.49457
-1.0,1,37.512517
-1.0,1,37.531866
-1.1,2,37.562851
-0.9,4,37.618853
-1.0,1,37.64048
-1.0,1,37.659129
-1.0,1,37.67681
-1.0,1,37.693499
-1.0,1,37.712613
-1.4,5,37.772704
-1.0,1,37.792959
-0.9,2,37.822592
-1.1,2,37.857156
-1.0,1,37.87889
-0.9,2,37.908246
-1.0,1,37.927367
-1.0,3,37.962649
-1.0,1,37.986591
1.0,1,38.00724
-1.0,1,38.026806
-1.0,1,38.053606
-1.0,5,38.113177
-1.0,1,38.131818
-1.1,2,38.16308
-1.0,1,38.188079
-1.1,2,38.217417
-1.0,1,38.241809
-1.0,1,38.262768
-1.1,2,38.297135
-1.1,2,38.332932
-1.0,1,38.354832
-1.0,1,38.37263
-1.0,3,38.412318
-1.0,1,38.433442
-0.9,2,38.467264
-1.0,1,38.487203
-1.0,1,38.507307
-1.1,2,38.542553
-1.1,4,38.602573
-1.0,1,38.622611
-1.0,1,38.642222
-1.0,1,38.663697
-1.0,1,38.682349
-1.0,1,38.700576
-1.0,1,38.718921
-1.0,1,38.736606
-1.0,3,38.778061
-1.0,3,38.822575
-1.0,1,38.836012
-0.8,5,38.902732
-1.0,1,38.924875
-1.0,1,38.942496
-0.9,2,38.972542
-1.1,2,39.001287
-1.1,2,39.026893
-0.9,4,39.077818
-1.3,4,39.132302
-0.9,2,39.167222
-0.8,3,39.215188
-1.0,1,39.233238
-1.0,1,39.251996
-1.1,4,39.301883
-1.0,1,39.317485
-1.0,3,39.3599
-1.2,5,39.427446
-1.0,1,39.44304
-1.1,4,39.491844
-1.0,1,39.507213
-0.9,2,39.536459
-0.9,2,39.57243
-1.2,7,39.658049
-1.0,1,39.681957
-0.9,4,39.72844
-1.0,1,39.747258
-0.9,2,39.776908
-1.0,1,39.798354
-0.9,2,39.822648
-1.0,1,39.848365
-1.0,1,39.867
-0.8,3,39.907086
-0.9,4,39.952594
-1.0,3,39.998755
-1.0,1,40.019408
-1.2,3,40.062841
-0.9,2,40.098218
-1.0,1,40.117988
-1.0,1,40.136391
-1.0,1,40.15139
-1.0,1,40.172498
-1.0,1,40.198704
-1.1,2,40.227328
-1.0,1,40.24675
-1.0,1,40.261982
-0.9,6,40.353231
-1.0,1,40.373635
-1.0,1,40.39732
-0.9,2,40.427043
-1.0,1,40.452711
-1.0,1,40.476823
-0.9,2,40.507259
-1.0,1,40.533388
-0.7,4,40.587066
-1.0,1,40.608232
-1.0,3,40.651849
-1.0,1,40.672241
-1.0,1,40.687505
-1.0,1,40.702582
-1.2,3,40.749267
-1.0,1,40.767019
-1.0,1,40.784594
-1.1,4,40.833018
-1.0,1,40.858829
-1.0,1,40.87558
-1.0,1,40.895225
