#{"t_start": 1747666783.286366, "env_id": "None"}
r,l,t
-1.0,1,33.318923
-1.0,1,33.338423
-0.9,2,33.361672
-1.1,8,33.458258
-0.9,2,33.481815
-1.0,1,33.501038
-1.1,2,33.527477
-1.0,1,33.546733
-1.0,1,33.562526
-1.1,2,33.592785
1.0,1,33.618571
-1.0,1,33.638855
-1.0,1,33.65767
-1.0,1,33.683601
-1.0,1,33.703217
-1.0,3,33.752784
-1.0,1,33.772632
-0.9,2,33.80312
-1.0,1,33.821111
-1.0,3,33.867857
-1.0,1,33.88644
-1.0,1,33.902011
-0.9,2,33.927934
-1.0,1,33.952217
-0.9,2,33.982966
-1.0,1,33.998072
-1.1,2,34.032596
-0.9,2,34.068067
-1.0,1,34.088695
-1.0,1,34.10826
-1.0,1,34.127638
-1.0,1,34.148521
-1.0,1,34.172797
-1.0,1,34.193403
-1.0,1,34.214577
-1.0,1,34.234347
-1.0,1,34.25413
-1.0,1,34.27297
-1.2,3,34.31775
-1.0,1,34.3378
-1.0,1,34.351947
-1.0,1,34.367158
-1.0,1,34.383171
-1.0,1,34.40133
-1.1,2,34.429358
-1.0,1,34.44818
-1.0,1,34.462303
-1.0,1,34.476764
-1.0,1,34.497741
-0.8,5,34.567924
-1.0,3,34.618531
-0.9,2,34.654571
-1.0,1,34.6787
-1.0,3,34.722897
-1.0,3,34.767514
-1.0,5,34.842547
-1.0,3,34.883883
-1.0,1,34.902609
-1.2,5,34.967778
-0.9,2,34.997249
-1.0,1,35.017264
-1.0,1,35.037058
-1.0,1,35.058232
-1.0,1,35.077377
-1.1,2,35.114252
-1.0,3,35.158321
-1.0,1,35.178749
-1.0,1,35.203042
-1.2,3,35.249318
-1.0,1,35.267543
-1.0,1,35.288209
-1.0,3,35.338245
-1.0,1,35.358477
-1.0,3,35.399205
-1.0,1,35.423037
-1.0,1,35.442325
-1.0,1,35.461427
-1.0,1,35.476977
-0.9,6,35.562687
-1.0,1,35.586489
-1.0,1,35.60875
-1.1,2,35.648229
-1.0,1,35.674035
-1.0,1,35.694652
-1.0,1,35.713958
-1.0,1,35.733592
-1.0,1,35.752846
-1.0,1,35.778226
-1.1,2,35.81346
-1.0,1,35.832847
-1.0,1,35.852747
-1.0,1,35.873219
-1.1,4,35.933971
-1.1,2,35.963683
-1.0,1,35.981972
-1.0,1,35.997487
-1.1,2,36.028085
-1.1,2,36.061403
-1.0,1,36.08782
-1.1,2,36.122051
-1.0,1,36.143628
-1.0,1,36.166756
-1.2,5,36.228153
-1.0,1,36.258452
-1.0,1,36.322061
-0.9,2,36.348268
-1.0,3,36.383835
-1.1,2,36.418923
-1.0,1,36.438689
-1.0,1,36.457874
-1.0,3,36.507132
-1.1,4,36.566983
-1.1,4,36.618377
-1.0,1,36.636533
-1.0,1,36.651541
-1.0,1,36.667382
-1.0,1,36.681626
-1.0,3,36.72276
-1.0,1,36.738347
-1.0,1,36.763327
-1.0,1,36.783428
-1.1,6,36.847868
-1.1,2,36.872695
-1.0,1,36.886778
-1.0,1,36.901692
-1.0,1,36.922479
-1.0,1,36.937227
-1.0,1,36.957051
-1.1,2,36.987171
-1.1,2,37.012444
-1.2,3,37.0543
-1.0,1,37.072157
-1.1,4,37.116298
-1.1,2,37.142453
-1.0,1,37.162083
-1.2,3,37.20151
-0.8,3,37.241666
-1.0,1,37.255943
-0.9,2,37.282001
-1.1,4,37.344177
-1.0,1,37.362994
-1.2,3,37.402063
-1.0,1,37.422566
-1.0,1,37.442204
-1.0,3,37.487493
-0.7,4,37.537436
-1.1,2,37.567849
-1.0,1,37.58747
-1.0,1,37.60712
-0.9,6,37.687532
-1.0,3,37.722454
-1.0,1,37.741769
-1.0,1,37.756817
-0.8,3,37.791564
-1.0,1,37.8135
-1.0,1,37.827525
-1.0,1,37.847193
-1.1,2,37.877299
-1.0,1,37.896888
-1.0,3,37.932928
-1.1,2,37.962333
-1.0,1,37.987561
-1.1,2,38.017596
-1.0,1,38.039093
-1.0,1,38.062711
-1.0,1,38.082778
-1.2,3,38.117178
-1.0,1,38.13715
-1.1,2,38.167991
-0.9,2,38.198209
-0.9,2,38.226795
-1.0,3,38.267009
-0.9,2,38.292877
-1.0,5,38.363855
-1.0,1,38.381984
-1.0,1,38.402232
-1.0,1,38.418417
-1.0,1,38.43697
-1.0,1,38.452223
-1.0,1,38.472575
-1.1,2,38.501755
-1.2,3,38.537383
-1.2,3,38.577822
-1.0,1,38.596399
-1.0,1,38.612543
-1.0,1,38.634364
-1.0,3,38.678188
-1.0,1,38.702997
-0.9,2,38.731826
-1.0,1,38.753054
-1.4,5,38.813519
-1.0,1,38.832116
-1.0,1,38.852777
-0.9,2,38.883595
-1.0,1,38.902272
-0.9,2,38.932319
-1.2,3,38.973292
-1.0,1,38.991413
-1.0,1,39.006589
-1.0,1,39.028358
-1.1,4,39.082491
-1.0,1,39.101183
-1.1,2,39.128435
-1.0,1,39.147434
-1.0,1,39.16748
-0.8,3,39.211914
-1.1,2,39.237151
-1.0,1,39.258365
1.0,1,39.272903
-1.0,1,39.292316
-1.0,1,39.312189
-1.0,1,39.332309
-1.0,1,39.348395
-1.1,2,39.375531
-1.0,1,39.392302
-1.0,1,39.411814
-1.0,1,39.432751
-1.0,1,39.452457
-1.3,4,39.50708
-1.2,7,39.588406
-1.0,1,39.607321
-1.2,3,39.64847
-1.0,1,39.666816
-1.0,1,39.684077
-1.0,1,39.701198
-0.8,3,39.737421
-1.0,1,39.75775
-1.3,4,39.811789
-1.0,1,39.827397
-1.1,4,39.872514
-1.0,3,39.913275
-1.0,1,39.931903
-0.9,2,39.95714
-1.0,1,39.977797
-1.1,2,40.007214
-0.9,2,40.031857
-1.0,7,40.112607
-1.0,1,40.13246
-1.0,1,40.152281
-1.0,1,40.173875
-1.0,1,40.191386
-1.0,1,40.207476
-0.9,2,40.237926
-0.9,2,40.267737
-1.0,1,40.286631
-1.0,1,40.302831
-1.0,1,40.322672
-1.0,1,40.341799
-1.2,7,40.426759
-1.0,1,40.441422
-1.0,1,40.456351
-0.9,2,40.482516
-1.0,3,40.522973
-1.0,5,40.581371
-1.0,1,40.597475
-1.2,7,40.67777
-1.0,1,40.697131
-1.0,1,40.71641
-1.0,1,40.732556
-1.0,1,40.751026
-1.0,1,40.768196
-1.0,1,40.786327
-1.1,2,40.817518
-1.0,1,40.836874
-1.0,1,40.857412
-1.0,1,40.872973
-1.0,1,40.892269
-1.0,1,40.912215
-1.0,1,40.932877
-1.0,1,40.95297
-1.0,1,40.972329
-1.0,1,40.992199
-1.0,3,41.031883
-1.1,2,41.066831
-1.0,1,41.082804
-1.0,1,41.103267
-1.0,3,41.143125
-1.1,2,41.173034
-1.0,1,41.191933
-1.0,1,41.208978
-1.1,2,41.238399
-0.9,2,41.267462
-1.2,3,41.303085
-1.0,1,41.316406
-1.0,1,41.338446
-1.0,1,41.352664
-0.8,3,41.392482
-1.0,1,41.407275
-1.1,4,41.456881
-1.1,2,41.48778
-0.9,4,41.532428
-1.0,1,41.547273
-1.0,1,41.562455
-1.1,2,41.596403
-1.0,1,41.617731
-1.0,1,41.637121
-0.9,2,41.669384
-1.0,1,41.692198
-1.0,1,41.712372
-1.1,2,41.742697
-1.0,1,41.761554
-1.0,1,41.777442
-1.0,5,41.836372
-1.0,1,41.851725
-1.0,1,41.866901
-1.0,1,41.882735
-1.0,1,41.902207
-1.0,1,41.91846
-0.9,2,41.946797
-1.0,1,41.967449
-1.0,1,41.986593
-1.0,1,42.002854
-1.0,1,42.022037
-1.0,1,42.042835
-1.1,2,42.073272
-1.0,1,42.092295
-1.0,3,42.132165
-1.0,5,42.197847
-1.0,1,42.217135
-1.2,3,42.256549
-1.0,1,42.271564
-0.9,2,42.302516
-0.9,2,42.332433
-1.0,1,42.352161
-0.9,2,42.382533
-1.0,3,42.422945
-1.0,1,42.442138
-1.0,1,42.456873
-1.0,1,42.473217
-1.0,1,42.492143
-1.1,2,42.515884
-1.0,1,42.532561
-1.0,1,42.55224
-1.1,10,42.666612
-1.0,1,42.681701
