#{"t_start": 1747817012.4004107, "env_id": "None"}
r,l,t
-1.1,2,25.523704
-0.9,2,25.558418
-1.0,1,25.579798
-1.0,3,25.620699
-1.0,1,25.634891
-1.0,1,25.655215
-1.0,3,25.694224
1.0,1,25.71078
-1.1,2,25.73904
-1.0,1,25.760286
-1.1,4,25.819944
-1.0,1,25.839517
-1.1,2,25.869925
-1.0,1,25.889414
-1.0,1,25.908144
-1.0,1,25.928884
-1.0,1,25.943421
-1.1,2,25.980175
-1.0,1,26.000349
-1.1,2,26.029639
-1.0,1,26.048706
-1.0,1,26.064169
-1.2,3,26.105702
-1.1,2,26.133688
-1.0,3,26.170531
-1.0,1,26.188744
-1.0,1,26.204175
-1.0,1,26.223763
-0.9,2,26.254789
-1.0,1,26.274355
-1.0,1,26.2942
-1.3,4,26.344855
-1.0,1,26.369784
-1.1,2,26.405119
-1.1,2,26.435322
-1.0,1,26.453849
-1.0,1,26.474621
-1.0,1,26.495496
-0.9,6,26.565694
-0.9,2,26.605324
-1.1,2,26.642992
-1.1,2,26.681037
-1.1,2,26.72041
-1.1,2,26.751674
-1.0,1,26.774526
-1.1,2,26.807061
-1.0,1,26.82746
-1.1,2,26.856552
-1.1,2,26.895525
-1.0,1,26.920227
-0.9,4,26.981368
-0.9,2,27.020949
-1.0,1,27.045703
-0.8,5,27.127841
-1.0,3,27.181375
-1.0,1,27.201087
-1.0,3,27.246714
-1.0,1,27.266796
-1.0,1,27.285793
-1.1,2,27.320385
-1.0,1,27.343363
-1.0,3,27.404568
-1.0,1,27.431878
-1.1,4,27.497868
-1.1,2,27.529921
-1.2,3,27.582156
-1.1,2,27.616627
-1.1,4,27.680929
-1.0,1,27.70977
-0.8,3,27.766009
-1.0,5,27.846714
-1.0,1,27.871593
-1.0,1,27.89437
-1.0,1,27.917704
-1.0,1,27.941317
-1.0,1,27.968178
-1.0,3,28.015941
-1.0,3,28.058687
-1.4,5,28.13453
-1.0,1,28.154215
-1.0,1,28.179333
-1.0,1,28.200522
-1.0,3,28.244801
-1.0,1,28.26629
-1.0,3,28.315981
-0.9,2,28.352421
-1.0,3,28.396002
-0.9,2,28.430222
-0.9,2,28.470722
-1.0,1,28.489549
-1.2,3,28.537831
-1.1,2,28.569896
